Strain,TechRep,ClusterID,Num.Cells.Progeny,Num.Cells.Parent,RepTime.sec,EntersField.sec
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,3,1,18,203840,0
K101,3,4,1,4,52920,0
K101,3,4,1,4,52920,0
K101,3,4,1,4,52920,0
K101,3,4,1,4,52920,0
K101,3,5,1,32,172480,0
K101,3,5,1,32,172480,0
K101,3,5,1,32,172480,0
K101,3,5,1,32,172480,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,28,174440,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,20,176400,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,5,1,12,178360,0
K101,3,6,1,4,43120,0
K101,3,6,1,4,43120,0
K101,3,6,1,4,43120,0
K101,3,6,1,4,43120,0
K101,3,7,1,4,131320,0
K101,3,7,1,4,131320,0
K101,3,7,1,4,131320,0
K101,3,7,1,4,131320,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,3,8,1,8,172480,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,1,1,16,41160,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,2,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,3,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,4,1,16,45080,0
K101,4,5,1,4,94080,0
K101,4,5,1,4,94080,0
K101,4,5,1,4,94080,0
K101,4,5,1,4,94080,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,6,1,8,99960,0
K101,4,7,1,4,90160,0
K101,4,7,1,4,90160,0
K101,4,7,1,4,90160,0
K101,4,7,1,4,90160,0
K101,4,8,1,4,111720,0
K101,4,8,1,4,111720,0
K101,4,8,1,4,111720,0
K101,4,8,1,4,111720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,1,1,256,209720,0
K101,5,2,1,4,101920,0
K101,5,2,1,4,101920,0
K101,5,2,1,4,101920,0
K101,5,2,1,4,101920,0
K101,5,3,1,4,207760,197960
K101,5,3,1,4,207760,197960
K101,5,3,1,4,207760,197960
K101,5,3,1,4,207760,197960
K101,5,4,1,4,213640,199920
K101,5,4,1,4,213640,199920
K101,5,4,1,4,213640,199920
K101,5,4,1,4,213640,199920
K101,5,5,1,4,207760,197960
K101,5,5,1,4,207760,197960
K101,5,5,1,4,207760,197960
K101,5,5,1,4,207760,197960
K101,5,6,1,4,209720,196000
K101,5,6,1,4,209720,196000
K101,5,6,1,4,209720,196000
K101,5,6,1,4,209720,196000
K101,5,7,1,4,209720,196000
K101,5,7,1,4,209720,196000
K101,5,7,1,4,209720,196000
K101,5,7,1,4,209720,196000
K101,5,8,1,4,203840,190120
K101,5,8,1,4,203840,190120
K101,5,8,1,4,203840,190120
K101,5,8,1,4,203840,190120
K101,5,9,1,4,211680,188160
K101,5,9,1,4,211680,188160
K101,5,9,1,4,211680,188160
K101,5,9,1,4,211680,188160
K101,5,10,1,4,209720,194040
K101,5,10,1,4,209720,194040
K101,5,10,1,4,209720,194040
K101,5,10,1,4,209720,194040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,1,1,8,56840,47040
K106,1,2,1,2,52920,3920
K106,1,2,1,2,52920,3920
K106,1,3,1,4,60760,56840
K106,1,3,1,4,60760,56840
K106,1,3,1,4,60760,56840
K106,1,3,1,4,60760,56840
K106,1,4,1,4,72520,68600
K106,1,4,1,4,72520,68600
K106,1,4,1,4,72520,68600
K106,1,4,1,4,72520,68600
K106,1,5,1,4,70560,66640
K106,1,5,1,4,70560,66640
K106,1,5,1,4,70560,66640
K106,1,5,1,4,70560,66640
K106,1,6,1,4,56840,50960
K106,1,6,1,4,56840,50960
K106,1,6,1,4,56840,50960
K106,1,6,1,4,56840,50960
K106,2,1,1,4,47040,0
K106,2,1,1,4,47040,0
K106,2,1,1,2,49000,0
K106,2,1,1,2,49000,0
K106,2,2,1,4,103880,5880
K106,2,2,1,4,103880,5880
K106,2,2,1,4,103880,5880
K106,2,2,1,4,103880,5880
K106,2,3,1,4,54880,47040
K106,2,3,1,4,54880,47040
K106,2,3,1,4,54880,47040
K106,2,3,1,4,54880,47040
K106,2,4,1,4,66640,60760
K106,2,4,1,4,66640,60760
K106,2,4,1,4,66640,60760
K106,2,4,1,4,66640,60760
K106,2,5,1,4,70560,64680
K106,2,5,1,4,70560,64680
K106,2,5,1,4,70560,64680
K106,2,5,1,4,70560,64680
K106,2,6,1,4,78400,72520
K106,2,6,1,4,78400,72520
K106,2,6,1,4,78400,72520
K106,2,6,1,4,78400,72520
K106,3,1,1,8,52920,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,1,1,7,54880,0
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,2,1,8,43120,33320
K106,3,3,1,4,52920,43120
K106,3,3,1,4,52920,43120
K106,3,3,1,4,52920,43120
K106,3,3,1,4,52920,43120
K106,3,4,1,4,52920,43120
K106,3,4,1,4,52920,43120
K106,3,4,1,4,52920,43120
K106,3,4,1,4,52920,43120
K106,3,5,1,4,62720,58800
K106,3,5,1,4,62720,58800
K106,3,5,1,4,62720,58800
K106,3,5,1,4,62720,58800
K106,3,6,1,4,58800,54880
K106,3,6,1,4,58800,54880
K106,3,6,1,4,58800,54880
K106,3,6,1,4,58800,54880
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,3,7,1,8,72520,66640
K106,4,1,1,4,133280,0
K106,4,1,1,4,133280,0
K106,4,1,1,4,133280,0
K106,4,1,1,4,133280,0
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,2,1,8,56840,45080
K106,4,3,1,4,50960,41160
K106,4,3,1,4,50960,41160
K106,4,3,1,4,50960,41160
K106,4,3,1,4,50960,41160
K106,4,4,1,4,60760,49000
K106,4,4,1,4,60760,49000
K106,4,4,1,4,60760,49000
K106,4,4,1,4,60760,49000
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,5,1,8,52920,43120
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,6,1,8,50960,41160
K106,4,7,1,4,50960,43120
K106,4,7,1,4,50960,43120
K106,4,7,1,4,50960,43120
K106,4,7,1,4,50960,43120
K106,5,1,1,4,50960,0
K106,5,1,1,4,50960,0
K106,5,1,1,4,50960,0
K106,5,1,1,4,50960,0
K106,5,2,1,4,54880,49000
K106,5,2,1,4,54880,49000
K106,5,2,1,4,54880,49000
K106,5,2,1,4,54880,49000
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,3,1,8,54880,45080
K106,5,4,1,4,60760,52920
K106,5,4,1,4,60760,52920
K106,5,4,1,4,60760,52920
K106,5,4,1,4,60760,52920
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,5,1,8,56840,45080
K106,5,6,1,4,88200,82320
K106,5,6,1,4,88200,82320
K106,5,6,1,4,88200,82320
K106,5,6,1,4,88200,82320
